class,ela_std,noise_level,exif_tags
ai,0.7050069570541382,13.179337501525879,0
ai,0.07763437926769257,25.427202224731445,0
ai,0.4683729112148285,13.391509056091309,0
ai,0.7028231024742126,19.233734130859375,0
ai,0.2678934931755066,23.68622589111328,0
ai,0.34724584221839905,14.329930305480957,0
ai,0.26539885997772217,12.212471961975098,0
ai,0.47074368596076965,32.45448303222656,0
ai,0.27355343103408813,17.013153076171875,0
ai,0.4428592622280121,35.798133850097656,0
ai,0.2863888740539551,17.184598922729492,0
ai,0.17327778041362762,45.914466857910156,0
ai,0.3660981059074402,16.267000198364258,0
ai,0.4487933814525604,24.697952270507812,0
ai,0.522376537322998,7.511838436126709,0
ai,0.4131871163845062,10.844815254211426,0
ai,0.4345802664756775,35.324363708496094,0
ai,0.5037913918495178,15.42959213256836,0
ai,0.60983806848526,26.340059280395508,0
ai,0.24145099520683289,4.486630439758301,0
ai,0.7405732870101929,17.689958572387695,0
ai,0.34642311930656433,12.788339614868164,0
ai,0.5004494786262512,15.486410140991211,0
ai,0.25104042887687683,27.669355392456055,0
ai,0.33851590752601624,19.49428367614746,0
ai,0.4324195086956024,15.896479606628418,0
ai,0.6259466409683228,16.92100715637207,0
ai,0.5769836902618408,16.708127975463867,0
ai,0.586405873298645,18.870180130004883,0
ai,0.6462031006813049,37.44657516479492,0
ai,0.5218486785888672,18.661928176879883,0
ai,0.910870373249054,24.229232788085938,0
ai,0.6824842691421509,15.253755569458008,0
ai,0.20474934577941895,9.154120445251465,0
ai,0.22581952810287476,21.21629524230957,0
ai,0.0649813637137413,11.125923156738281,0
ai,0.5304288268089294,32.90728759765625,0
ai,0.27385005354881287,12.314533233642578,0
ai,0.444593608379364,15.17463207244873,0
ai,0.6668739318847656,29.838483810424805,0
ai,0.29210591316223145,13.764697074890137,0
ai,0.15708722174167633,18.31075096130371,0
ai,0.43717700242996216,17.20392608642578,0
ai,0.32265618443489075,13.194931030273438,0
ai,1.1347417831420898,37.69337463378906,0
ai,0.21178968250751495,15.749799728393555,0
ai,0.054944951087236404,7.863173961639404,0
ai,0.47862210869789124,21.695329666137695,0
ai,0.21199606359004974,8.106959342956543,0
ai,0.29532918334007263,21.22258758544922,0
ai,0.23189285397529602,12.576140403747559,0
ai,0.776596188545227,17.858720779418945,0
ai,0.21598370373249054,10.037239074707031,0
